cbsa,cbsa_name,num_quant,min,jobs 2010,cluster_jobs 2010,tr_ct 2010,high_ct 2010,cluster_ct 2010,cluster_share 2010,job_share 2010,jobs2015,cluster_jobs2015,tr_ct2015,high_ct2015,cluster_ct2015,cluster_share2015,job_share2015
12260,"Augusta-Richmond County, GA-SC",95th percentile,0.25,197537,36624,118,0,5,0.0423728813559322,18.540324091182917,205648,38663,119,0,5,0.04201680672268908,18.800571850929746
12260,"Augusta-Richmond County, GA-SC",95th percentile,0.5,197537,36624,118,0,5,0.0423728813559322,18.540324091182917,205648,38663,119,0,5,0.04201680672268908,18.800571850929746
12260,"Augusta-Richmond County, GA-SC",95th percentile,0.75,197537,36624,118,0,5,0.0423728813559322,18.540324091182917,205648,37359,119,1,4,0.03361344537815126,18.16647864311834
12420,"Austin-Round Rock, TX",80th percentile,0.25,800514,487281,350,10,60,0.17142857142857143,60.87101537262309,956883,496161,350,15,55,0.15714285714285714,51.851793792971556
12420,"Austin-Round Rock, TX",80th percentile,0.5,800514,407617,350,38,32,0.09142857142857143,50.919409279537895,956883,414653,350,39,31,0.08857142857142856,43.33372000547611
12420,"Austin-Round Rock, TX",80th percentile,0.75,800514,338448,350,52,18,0.05142857142857143,42.278835847967684,956883,343761,350,51,19,0.054285714285714284,35.9250817498064
12420,"Austin-Round Rock, TX",90th percentile,0.25,800514,390779,350,1,34,0.09714285714285714,48.81601071311682,956883,388001,350,2,33,0.09428571428571429,40.548426505643846
12420,"Austin-Round Rock, TX",90th percentile,0.5,800514,369574,350,8,27,0.07714285714285714,46.167087646187326,956883,361735,350,10,25,0.07142857142857142,37.80347231584217
12420,"Austin-Round Rock, TX",90th percentile,0.75,800514,309084,350,20,15,0.04285714285714286,38.61069262998523,956883,313871,350,18,17,0.04857142857142857,32.801397872049144
12420,"Austin-Round Rock, TX",95th percentile,0.25,800514,281284,350,0,17,0.04857142857142857,35.13792388390459,956883,285318,350,0,17,0.04857142857142857,29.817438495615452
12420,"Austin-Round Rock, TX",95th percentile,0.5,800514,276338,350,2,15,0.04285714285714286,34.520070854475996,956883,280026,350,2,15,0.04285714285714286,29.26439282545515
12420,"Austin-Round Rock, TX",95th percentile,0.75,800514,249927,350,7,10,0.02857142857142857,31.22081562596032,956883,261790,350,5,12,0.03428571428571429,27.358621691471164
12540,"Bakersfield, CA",80th percentile,0.25,247210,112598,148,0,29,0.19594594594594594,45.547510213988105,284472,136523,151,0,30,0.1986754966887417,47.99171798981974
12540,"Bakersfield, CA",80th percentile,0.5,247210,106268,148,6,23,0.1554054054054054,42.98693418551029,284472,131774,151,4,26,0.17218543046357615,46.322309401276755
12540,"Bakersfield, CA",80th percentile,0.75,247210,94461,148,14,15,0.10135135135135136,38.21083289510942,284472,116519,151,13,17,0.11258278145695365,40.95974296240052
12540,"Bakersfield, CA",90th percentile,0.25,247210,81477,148,0,14,0.0945945945945946,32.95861817887626,284472,83551,151,0,15,0.09933774834437085,29.37055316516213
12540,"Bakersfield, CA",90th percentile,0.5,247210,81477,148,0,14,0.0945945945945946,32.95861817887626,284472,83551,151,0,15,0.09933774834437085,29.37055316516213
12540,"Bakersfield, CA",90th percentile,0.75,247210,78398,148,2,12,0.08108108108108109,31.713118401359168,284472,80010,151,2,13,0.08609271523178808,28.125790939002783
12540,"Bakersfield, CA",95th percentile,0.25,247210,65416,148,0,7,0.0472972972972973,26.461712713886982,284472,61885,151,0,7,0.046357615894039736,21.754337861019714
12540,"Bakersfield, CA",95th percentile,0.5,247210,65416,148,0,7,0.0472972972972973,26.461712713886982,284472,61885,151,0,7,0.046357615894039736,21.754337861019714
12540,"Bakersfield, CA",95th percentile,0.75,247210,65416,148,0,7,0.0472972972972973,26.461712713886982,284472,61885,151,0,7,0.046357615894039736,21.754337861019714
12580,"Baltimore-Columbia-Towson, MD",80th percentile,0.25,1212756,582620,678,72,63,0.09292035398230089,48.04099093304836,1309980,623545,678,73,62,0.09144542772861357,47.59958167300264
12580,"Baltimore-Columbia-Towson, MD",80th percentile,0.5,1212756,457111,678,100,35,0.051622418879056046,37.69191824241644,1309980,503743,678,98,37,0.05457227138643068,38.454251209942136
12580,"Baltimore-Columbia-Towson, MD",80th percentile,0.75,1212756,340788,678,116,19,0.028023598820058997,28.100293876097087,1309980,354744,678,117,18,0.02654867256637168,27.08010809325333
12580,"Baltimore-Columbia-Towson, MD",90th percentile,0.25,1212756,409919,678,26,41,0.06047197640117994,33.80061611733935,1309980,431600,678,29,38,0.05604719764011799,32.947067894166324
12580,"Baltimore-Columbia-Towson, MD",90th percentile,0.5,1212756,341669,678,41,26,0.038348082595870206,28.17293833219543,1309980,376689,678,40,27,0.03982300884955752,28.755324508771125
12580,"Baltimore-Columbia-Towson, MD",90th percentile,0.75,1212756,253005,678,53,14,0.02064896755162242,20.861987077367584,1309980,278369,678,53,14,0.02064896755162242,21.2498664101742
12580,"Baltimore-Columbia-Towson, MD",95th percentile,0.25,1212756,298192,678,6,27,0.03982300884955752,24.587963283628365,1309980,265779,678,12,21,0.030973451327433628,20.28878303485549
12580,"Baltimore-Columbia-Towson, MD",95th percentile,0.5,1212756,256223,678,15,18,0.02654867256637168,21.127333115647335,1309980,234458,678,18,15,0.022123893805309734,17.897830501229027
12580,"Baltimore-Columbia-Towson, MD",95th percentile,0.75,1212756,205843,678,22,11,0.016224188790560472,16.973158656811428,1309980,187508,678,24,9,0.01327433628318584,14.313806317653704
12940,"Baton Rouge, LA",80th percentile,0.25,357280,199185,151,0,30,0.1986754966887417,55.75039184952978,388301,208037,151,0,30,0.1986754966887417,53.57622050934713
12940,"Baton Rouge, LA",80th percentile,0.5,357280,195181,151,3,27,0.17880794701986755,54.629702194357364,388301,200320,151,6,24,0.15894039735099338,51.5888447364287
12940,"Baton Rouge, LA",80th percentile,0.75,357280,188533,151,6,24,0.15894039735099338,52.76897671294223,388301,198103,151,7,23,0.152317880794702,51.01789591064664
12940,"Baton Rouge, LA",90th percentile,0.25,357280,127197,151,0,15,0.09933774834437085,35.601489028213166,388301,133911,151,0,15,0.09933774834437085,34.48639071235974
12940,"Baton Rouge, LA",90th percentile,0.5,357280,127197,151,0,15,0.09933774834437085,35.601489028213166,388301,133911,151,0,15,0.09933774834437085,34.48639071235974
12940,"Baton Rouge, LA",90th percentile,0.75,357280,124986,151,1,14,0.09271523178807947,34.982646663681145,388301,131694,151,1,14,0.09271523178807947,33.91544188657768
12940,"Baton Rouge, LA",95th percentile,0.25,357280,71021,151,0,7,0.046357615894039736,19.878246753246753,388301,91550,151,0,7,0.046357615894039736,23.57707036551541
12940,"Baton Rouge, LA",95th percentile,0.5,357280,71021,151,0,7,0.046357615894039736,19.878246753246753,388301,91550,151,0,7,0.046357615894039736,23.57707036551541
12940,"Baton Rouge, LA",95th percentile,0.75,357280,71021,151,0,7,0.046357615894039736,19.878246753246753,388301,91550,151,0,7,0.046357615894039736,23.57707036551541
13820,"Birmingham-Hoover, AL",80th percentile,0.25,477549,267164,264,5,47,0.17803030303030304,55.94483498028474,508196,268439,264,9,43,0.16287878787878787,52.82194271501547
13820,"Birmingham-Hoover, AL",80th percentile,0.5,477549,250910,264,14,38,0.14393939393939395,52.541205195697195,508196,253035,264,17,35,0.13257575757575757,49.79082873536982
13820,"Birmingham-Hoover, AL",80th percentile,0.75,477549,220160,264,24,28,0.10606060606060606,46.10207538912237,508196,227421,264,25,27,0.10227272727272728,44.75064738801564
13820,"Birmingham-Hoover, AL",90th percentile,0.25,477549,188378,264,1,25,0.0946969696969697,39.44684210416104,508196,211694,264,0,26,0.09848484848484848,41.655975253642296
13820,"Birmingham-Hoover, AL",90th percentile,0.5,477549,182473,264,4,22,0.08333333333333333,38.21031977870334,508196,205641,264,3,23,0.08712121212121213,40.46489936953459
13820,"Birmingham-Hoover, AL",90th percentile,0.75,477549,172358,264,7,19,0.07196969696969698,36.09221252688206,508196,198691,264,5,21,0.07954545454545454,39.097316783288335
13820,"Birmingham-Hoover, AL",95th percentile,0.25,477549,138145,264,0,13,0.04924242424242424,28.92792153265948,508196,149893,264,0,13,0.04924242424242424,29.49511605758408
13820,"Birmingham-Hoover, AL",95th percentile,0.5,477549,138145,264,0,13,0.04924242424242424,28.92792153265948,508196,149893,264,0,13,0.04924242424242424,29.49511605758408
13820,"Birmingham-Hoover, AL",95th percentile,0.75,477549,131256,264,2,11,0.041666666666666664,27.48534705339138,508196,146187,264,1,12,0.045454545454545456,28.765869861234645
14260,"Boise City, ID",80th percentile,0.25,255290,126280,95,0,19,0.2,49.465313956676724,294067,141724,95,0,19,0.2,48.19445908585458
14260,"Boise City, ID",80th percentile,0.5,255290,126280,95,0,19,0.2,49.465313956676724,294067,141724,95,0,19,0.2,48.19445908585458
14260,"Boise City, ID",80th percentile,0.75,255290,124918,95,1,18,0.18947368421052632,48.93180304751459,294067,135638,95,3,16,0.16842105263157894,46.12486270135717
14260,"Boise City, ID",90th percentile,0.25,255290,96049,95,0,9,0.09473684210526316,37.62348701476752,294067,110181,95,0,9,0.09473684210526316,37.467991988220376
14260,"Boise City, ID",90th percentile,0.5,255290,96049,95,0,9,0.09473684210526316,37.62348701476752,294067,110181,95,0,9,0.09473684210526316,37.467991988220376
14260,"Boise City, ID",90th percentile,0.75,255290,96049,95,0,9,0.09473684210526316,37.62348701476752,294067,108051,95,1,8,0.08421052631578947,36.74366725950209
14260,"Boise City, ID",95th percentile,0.25,255290,58627,95,0,4,0.042105263157894736,22.964863488581614,294067,69047,95,0,4,0.042105263157894736,23.48002326000537
14260,"Boise City, ID",95th percentile,0.5,255290,58627,95,0,4,0.042105263157894736,22.964863488581614,294067,69047,95,0,4,0.042105263157894736,23.48002326000537
14260,"Boise City, ID",95th percentile,0.75,255290,58627,95,0,4,0.042105263157894736,22.964863488581614,294067,69047,95,0,4,0.042105263157894736,23.48002326000537
14860,"Bridgeport-Stamford-Norwalk, CT",80th percentile,0.25,405003,165255,209,6,35,0.1674641148325359,40.803401456285506,429985,179409,209,6,35,0.1674641148325359,41.72447876088701
14860,"Bridgeport-Stamford-Norwalk, CT",80th percentile,0.5,405003,152347,209,14,27,0.1291866028708134,37.61626457087972,429985,165399,209,14,27,0.1291866028708134,38.46622556600812
14860,"Bridgeport-Stamford-Norwalk, CT",80th percentile,0.75,405003,139278,209,19,22,0.10526315789473684,34.38937489351931,429985,135465,209,24,17,0.08133971291866028,31.504587369326835
14860,"Bridgeport-Stamford-Norwalk, CT",90th percentile,0.25,405003,110231,209,2,18,0.0861244019138756,27.217329254351203,429985,121151,209,1,19,0.09090909090909091,28.17563403374536
14860,"Bridgeport-Stamford-Norwalk, CT",90th percentile,0.5,405003,108597,209,3,17,0.08133971291866028,26.813875452774422,429985,118139,209,3,17,0.08133971291866028,27.47514448178425
14860,"Bridgeport-Stamford-Norwalk, CT",90th percentile,0.75,405003,103711,209,5,15,0.07177033492822966,25.607464636064424,429985,108642,209,6,14,0.06698564593301436,25.266462783585474
14860,"Bridgeport-Stamford-Norwalk, CT",95th percentile,0.25,405003,72499,209,0,10,0.04784688995215311,17.90085505539465,429985,76718,209,0,10,0.04784688995215311,17.84201774480505
14860,"Bridgeport-Stamford-Norwalk, CT",95th percentile,0.5,405003,72499,209,0,10,0.04784688995215311,17.90085505539465,429985,76718,209,0,10,0.04784688995215311,17.84201774480505
14860,"Bridgeport-Stamford-Norwalk, CT",95th percentile,0.75,405003,69779,209,1,9,0.0430622009569378,17.22925509193759,429985,73540,209,1,9,0.0430622009569378,17.10292219496029
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",80th percentile,0.25,542353,247071,295,14,45,0.15254237288135594,45.555385514600275,547851,238822,295,12,47,0.15932203389830507,43.59250964222024
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",80th percentile,0.5,542353,221106,295,28,31,0.10508474576271186,40.76791314881636,547851,200161,295,33,26,0.08813559322033898,36.53566389401498
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",80th percentile,0.75,542353,182195,295,40,19,0.06440677966101695,33.59343453433465,547851,176780,295,40,19,0.06440677966101695,32.2678976583049
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",90th percentile,0.25,542353,196101,295,1,28,0.09491525423728814,36.15744727142654,547851,178609,295,2,27,0.09152542372881356,32.60174755544847
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",90th percentile,0.5,542353,187209,295,6,23,0.07796610169491526,34.51792467267628,547851,164969,295,9,20,0.06779661016949153,30.112019508954074
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",90th percentile,0.75,542353,163764,295,13,16,0.05423728813559322,30.195094338926857,547851,145084,295,15,14,0.04745762711864407,26.482382983694468
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",95th percentile,0.25,542353,113551,295,0,14,0.04745762711864407,20.936733087122224,547851,104667,295,0,14,0.04745762711864407,19.105012129210312
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",95th percentile,0.5,542353,113551,295,0,14,0.04745762711864407,20.936733087122224,547851,100050,295,2,12,0.04067796610169491,18.2622647398654
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",95th percentile,0.75,542353,99436,295,4,10,0.03389830508474576,18.33418456245287,547851,90803,295,5,9,0.030508474576271188,16.574397053213374
15980,"Cape Coral-Fort Myers, FL",80th percentile,0.25,179096,104848,166,0,33,0.19879518072289157,58.5429043641399,234332,124170,166,0,33,0.19879518072289157,52.98892170083471
15980,"Cape Coral-Fort Myers, FL",80th percentile,0.5,179096,102806,166,3,30,0.18072289156626506,57.40273372939653,234332,121351,166,3,30,0.18072289156626506,51.78592765819435
15980,"Cape Coral-Fort Myers, FL",80th percentile,0.75,179096,96429,166,9,24,0.14457831325301204,53.84207352481351,234332,114383,166,8,25,0.15060240963855423,48.81236877592476
15980,"Cape Coral-Fort Myers, FL",90th percentile,0.25,179096,69594,166,0,16,0.0963855421686747,38.85848930182696,234332,85221,166,0,16,0.0963855421686747,36.36763224826315
15980,"Cape Coral-Fort Myers, FL",90th percentile,0.5,179096,69594,166,0,16,0.0963855421686747,38.85848930182696,234332,85221,166,0,16,0.0963855421686747,36.36763224826315
15980,"Cape Coral-Fort Myers, FL",90th percentile,0.75,179096,68636,166,1,15,0.09036144578313253,38.32358064948407,234332,82496,166,2,14,0.08433734939759036,35.20475223187614
15980,"Cape Coral-Fort Myers, FL",95th percentile,0.25,179096,51718,166,0,8,0.04819277108433735,28.877250189842318,234332,53174,166,0,8,0.04819277108433735,22.69173651059181
15980,"Cape Coral-Fort Myers, FL",95th percentile,0.5,179096,51718,166,0,8,0.04819277108433735,28.877250189842318,234332,53174,166,0,8,0.04819277108433735,22.69173651059181
15980,"Cape Coral-Fort Myers, FL",95th percentile,0.75,179096,51718,166,0,8,0.04819277108433735,28.877250189842318,234332,53174,166,0,8,0.04819277108433735,22.69173651059181
16700,"Charleston-North Charleston, SC",80th percentile,0.25,270640,155257,155,2,29,0.1870967741935484,57.36661247413538,318619,168014,155,4,27,0.17419354838709677,52.731946305775864
16700,"Charleston-North Charleston, SC",80th percentile,0.5,270640,151947,155,5,26,0.16774193548387098,56.14358557493348,318619,166691,155,5,26,0.16774193548387098,52.3167168310741
16700,"Charleston-North Charleston, SC",80th percentile,0.75,270640,148346,155,7,24,0.15483870967741936,54.81303576707065,318619,157722,155,10,21,0.13548387096774195,49.50175601580571
16700,"Charleston-North Charleston, SC",90th percentile,0.25,270640,99839,155,0,15,0.0967741935483871,36.88996452852498,318619,109300,155,1,14,0.09032258064516129,34.30429447082566
16700,"Charleston-North Charleston, SC",90th percentile,0.5,270640,99005,155,1,14,0.09032258064516129,36.58180608926988,318619,107977,155,2,13,0.08387096774193549,33.8890649961239
16700,"Charleston-North Charleston, SC",90th percentile,0.75,270640,97234,155,2,13,0.08387096774193549,35.927431274017145,318619,102434,155,5,10,0.06451612903225806,32.14936962328047
16700,"Charleston-North Charleston, SC",95th percentile,0.25,270640,49952,155,0,7,0.04516129032258064,18.45699083653562,318619,57213,155,0,7,0.04516129032258064,17.95655626312304
16700,"Charleston-North Charleston, SC",95th percentile,0.5,270640,49118,155,1,6,0.03870967741935484,18.148832397280522,318619,57213,155,0,7,0.04516129032258064,17.95655626312304
16700,"Charleston-North Charleston, SC",95th percentile,0.75,270640,47347,155,2,5,0.03225806451612903,17.494457582027785,318619,55512,155,1,6,0.03870967741935484,17.422689795649347
16740,"Charlotte-Concord-Gastonia, NC-SC",80th percentile,0.25,910853,458677,538,32,75,0.13940520446096655,50.356863291881346,1136354,552641,539,36,71,0.13172541743970315,48.632820406317045
16740,"Charlotte-Concord-Gastonia, NC-SC",80th percentile,0.5,910853,318953,538,73,34,0.06319702602230483,35.01695663295833,1136354,380537,539,77,30,0.055658627087198514,33.48753997433898
16740,"Charlotte-Concord-Gastonia, NC-SC",80th percentile,0.75,910853,215108,538,91,16,0.02973977695167286,23.616104903864837,1136354,303528,539,88,19,0.03525046382189239,26.7106905066555
16740,"Charlotte-Concord-Gastonia, NC-SC",90th percentile,0.25,910853,350260,538,5,48,0.08921933085501858,38.45406448680522,1136354,418857,539,8,45,0.08348794063079777,36.85972857049828
16740,"Charlotte-Concord-Gastonia, NC-SC",90th percentile,0.5,910853,284456,538,24,29,0.05390334572490706,31.22962761279811,1136354,326303,539,29,24,0.04452690166975881,28.71490750241562
16740,"Charlotte-Concord-Gastonia, NC-SC",90th percentile,0.75,910853,198388,538,39,14,0.026022304832713755,21.78046292870529,1136354,262965,539,38,15,0.027829313543599257,23.141116236665688
16740,"Charlotte-Concord-Gastonia, NC-SC",95th percentile,0.25,910853,221984,538,2,24,0.04460966542750929,24.371001687429256,1136354,291200,539,2,24,0.04452690166975881,25.625817306930763
16740,"Charlotte-Concord-Gastonia, NC-SC",95th percentile,0.5,910853,190193,538,11,15,0.027881040892193308,20.880756829038276,1136354,254477,539,10,16,0.029684601113172542,22.39416590252685
16740,"Charlotte-Concord-Gastonia, NC-SC",95th percentile,0.75,910853,167555,538,15,11,0.020446096654275093,18.39539420740778,1136354,226588,539,14,12,0.022263450834879406,19.93991309046301
16860,"Chattanooga, TN-GA",80th percentile,0.25,218561,108815,119,0,23,0.19327731092436976,49.78701598180828,236345,127256,119,0,23,0.19327731092436976,53.84332226194758
